beds,baths,size_m2,rent_thb,built_year,subdistrict,district,province
1,1.0,45.0,60000,,Thung Mahamek,Sathon,Bangkok
,1.0,28.72,25000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,68.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,29.0,24000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,44.5,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,56.0,60000,,Si Lom,Bang Rak,Bangkok
1,1.0,58.0,75000,,Lumphini,Pathum Wan,Bangkok
1,1.0,53.0,32000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,36.0,35000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,49.54,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.69,55000,,Lumphini,Pathum Wan,Bangkok
1,1.0,72.0,50000,,Thung Wat Don,Sathon,Bangkok
1,1.0,68.0,30000,,Bang Phongphang,Yan Nawa,Bangkok
1,1.0,50.5,55000,,Lumphini,Pathum Wan,Bangkok
1,1.0,52.0,62000,,Lumphini,Pathum Wan,Bangkok
1,1.0,50.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,39500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,59.3,73000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,36.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,45.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,51.0,55000,,Lumphini,Pathum Wan,Bangkok
1,1.0,29.0,18000,,Lumphini,Pathum Wan,Bangkok
1,1.0,29.0,26000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,64.0,56000,,Thung Wat Don,Sathon,Bangkok
1,1.0,31.0,22000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,38.5,19000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,12500,,Bang Chak,Phra Khanong,Bangkok
1,1.0,60.34,50000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,60.0,55000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,87.0,65000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,80.0,63000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,70.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,60.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,55.0,43000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,31.0,38000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.49,20000,,Sam Sen Nok,Huai Khwang,Bangkok
1,1.0,32.0,35000,,Si Phraya,Bang Rak,Bangkok
1,1.0,54.0,32000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,77.0,34000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,51.0,32000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,15000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,36.0,32000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,52.5,38000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,55.0,85000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,47.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,35000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,47.5,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,57.0,60000,,Si Lom,Bang Rak,Bangkok
1,1.0,54.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,65.0,62000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,61.0,28000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,60.89,26000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,30.0,28000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,44.0,37000,,Din Daeng,Din Daeng,Bangkok
,1.0,46.92,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,54.0,29000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,55.0,45000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,57.0,45000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,40.0,25000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,59.0,42000,,Makkasan,Ratchathewi,Bangkok
1,1.0,54.0,45000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,37.0,23000,,Hua Mak,Bang Kapi,Bangkok
1,1.0,44.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,45.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
,1.0,33.78,32000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,50.0,42000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,64.0,45000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,29000,,Lumphini,Pathum Wan,Bangkok
1,1.0,67.0,70000,,Si Lom,Bang Rak,Bangkok
1,1.0,60.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.57,24000,,Makkasan,Ratchathewi,Bangkok
1,1.0,50.0,14000,,Bang Na,Bang Na,Bangkok
1,1.0,43.0,30000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,55.0,38000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,57.0,55000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,44.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,100.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,52.05,45000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,29.0,28000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,52.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,52.0,25000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,46.0,29000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,40.0,29000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,42.0,18000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,34.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,52.0,40000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,68.0,38000,,Lumphini,Pathum Wan,Bangkok
2,1.0,44.61,30000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,49.0,30000,,Makkasan,Ratchathewi,Bangkok
1,1.0,58.51,50000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,27.0,21000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,25.0,20000,,Si Phraya,Bang Rak,Bangkok
1,1.0,31.0,12500,,Bang Na,Bang Na,Bangkok
1,1.0,62.0,78000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,45.0,52000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,44.0,28000,,Thung Mahamek,Sathon,Bangkok
1,1.0,29.0,16000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,32.0,28000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,32.94,36000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,39.0,35000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,40.0,22000,,Makkasan,Ratchathewi,Bangkok
1,1.0,46.0,49000,,Khlong Tan,Khlong Toei,Bangkok
,1.0,24.57,20000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,35.0,20000,,Din Daeng,Din Daeng,Bangkok
1,1.0,35.0,30000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,55.0,66000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,15500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.0,38000,,Lumphini,Pathum Wan,Bangkok
1,1.0,54.0,56000,,Bang Na,Bang Na,Bangkok
1,1.0,43.43,55000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,36.0,30000,,Si Phraya,Bang Rak,Bangkok
1,1.0,35.0,24000,,Lumphini,Pathum Wan,Bangkok
1,1.0,36.0,29500,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,37.0,29000,,Thung Mahamek,Sathon,Bangkok
2,1.0,40.0,27000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,43.0,28000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,35.0,33000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,37.0,20000,,Wang Mai,Pathum Wan,Bangkok
1,1.0,37.0,45000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,50.0,35000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,45.0,60000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,55.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,55.0,30000,,Chong Nonsi,Yan Nawa,Bangkok
,1.0,34.5,28000,,Si Phraya,Bang Rak,Bangkok
1,1.0,43.0,33000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,46.0,50000,,Lumphini,Pathum Wan,Bangkok
1,1.0,52.0,43000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.4,25000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,38.0,32000,,Makkasan,Ratchathewi,Bangkok
1,1.0,41.5,26500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,30000,,Wang Mai,Pathum Wan,Bangkok
1,1.0,31.26,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,24000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,54.0,45000,,Bang Na,Bang Na,Bangkok
1,1.0,35.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,60.0,40000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.0,15000,,Bang Na,Bang Na,Bangkok
1,1.0,45.0,27000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,44.0,40000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,49.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,39.0,47000,,Lumphini,Pathum Wan,Bangkok
1,1.0,38.0,45000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,15000,,Din Daeng,Din Daeng,Bangkok
1,1.0,45.0,16000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,32.0,16000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,53.0,53000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,39500,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,45.0,23000,,Chong Nonsi,Yan Nawa,Bangkok
1,1.0,46.0,22000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,74.3,80000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,29800,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,38.4,25000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,43.0,32000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,40000,,Lumphini,Pathum Wan,Bangkok
1,1.0,45.0,42000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,33.4,23000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,45.0,35000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,47.0,36000,,Lumphini,Pathum Wan,Bangkok
1,1.0,33.0,26000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,56.0,30000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,30.0,14500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,30.5,12000,,Bang Na,Bang Na,Bangkok
1,1.0,44.0,33000,,Thung Mahamek,Sathon,Bangkok
1,1.0,45.0,42500,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,57.0,55000,,Si Lom,Bang Rak,Bangkok
1,1.0,35.0,23000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.0,33000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,36.0,24000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,30.5,25000,,Khlong Tan,Khlong Toei,Bangkok
1,2.0,67.0,27000,,Bukkhalo,Thon Buri,Bangkok
1,1.0,46.0,28000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,28.0,21000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,41.0,29000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,52.4,28000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,41.0,41000,,Khlong Toei,Khlong Toei,Bangkok
2,1.0,96.0,35000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,44.97,35000,,Lumphini,Pathum Wan,Bangkok
1,1.0,36.0,28000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,40.0,25000,,Makkasan,Ratchathewi,Bangkok
1,1.0,60.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,78.0,35000,,Thung Mahamek,Sathon,Bangkok
,1.0,29.65,25000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,68.0,70000,,Si Lom,Bang Rak,Bangkok
1,1.0,32.0,16000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,35000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,1.0,60.18,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,49.0,27000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,30.0,20000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,31.0,30000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,20000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,60.89,30000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,46.5,40000,,Si Lom,Bang Rak,Bangkok
1,2.0,75.0,95000,,Lumphini,Pathum Wan,Bangkok
1,1.0,31.0,27000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,60.5,40000,,Makkasan,Ratchathewi,Bangkok
1,1.0,45.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,47.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,31.0,28000,,Thanon Phet Buri,Ratchathewi,Bangkok
1,2.0,83.0,180000,,Lumphini,Pathum Wan,Bangkok
1,2.0,84.0,200000,,Lumphini,Pathum Wan,Bangkok
1,1.0,49.0,50000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,27.0,25000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,41.0,39000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.1,30000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,68.0,36000,,Lumphini,Pathum Wan,Bangkok
1,1.0,95.0,37000,,Makkasan,Ratchathewi,Bangkok
1,1.0,47.0,27000,,Makkasan,Ratchathewi,Bangkok
2,1.0,48.0,55000,,Maha Phruettharam,Bang Rak,Bangkok
2,1.0,47.73,48000,,Maha Phruettharam,Bang Rak,Bangkok
2,1.0,47.53,48000,,Maha Phruettharam,Bang Rak,Bangkok
2,1.0,44.73,57000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,98.0,55000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,31.0,19600,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,75.4,65000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,45.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,25000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,45.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,53.0,35000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,41.0,35000,,Rong Mueang,Pathum Wan,Bangkok
1,1.0,42.0,49000,,Khlong Tan Nuea,Vadhana,Bangkok
,1.0,30.0,24000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,47.5,53000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,36.0,20000,,Phra Khanong Nuea,Vadhana,Bangkok
2,1.0,55.0,39000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,42.0,70000,,Thung Mahamek,Sathon,Bangkok
,1.0,34.0,30000,,Maha Phruettharam,Bang Rak,Bangkok
1,1.0,46.61,30000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,70.0,45000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,33000,,Lumphini,Pathum Wan,Bangkok
,1.0,33.5,18000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,42.0,60000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,54.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,2.0,58.0,42000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,44.0,40000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,49.0,40000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,38.0,30000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,34.0,30000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,35.0,29000,,Si Phraya,Bang Rak,Bangkok
1,1.0,45.0,25000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,29000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,34.0,28000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,65.0,38000,,Thung Mahamek,Sathon,Bangkok
1,1.0,38.0,32000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,85.0,170000,,Lumphini,Pathum Wan,Bangkok
1,1.0,34.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,50.1,30000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,45.98,47000,,Si Lom,Bang Rak,Bangkok
1,1.0,48.0,32000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,84.0,200000,,Lumphini,Pathum Wan,Bangkok
1,1.0,62.0,25000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,33.0,21000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,58.0,48000,,Lumphini,Pathum Wan,Bangkok
2,1.0,83.0,55000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,73.0,57000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,40.0,24000,,Makkasan,Ratchathewi,Bangkok
1,1.0,59.16,35000,,Si Phraya,Bang Rak,Bangkok
1,1.0,32.0,23000,,Makkasan,Ratchathewi,Bangkok
1,1.0,28.0,19000,,Makkasan,Ratchathewi,Bangkok
1,1.0,40.0,28000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,80.0,55000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,32.0,36000,,Si Phraya,Bang Rak,Bangkok
2,1.0,44.0,42000,,Din Daeng,Din Daeng,Bangkok
2,1.0,47.0,35000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,60.0,41000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,45.0,28000,,Khlong Toei,Khlong Toei,Bangkok
2,1.0,45.0,28000,,Makkasan,Ratchathewi,Bangkok
,1.0,23.0,15000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,48.0,40000,,Bang Kapi,Huai Khwang,Bangkok
2,1.0,45.0,37000,,Sam Sen Nai,Phaya Thai,Bangkok
2,1.0,58.0,31000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,37.0,28000,,Thung Mahamek,Sathon,Bangkok
1,1.0,35.0,29000,,Si Phraya,Bang Rak,Bangkok
1,1.0,42.0,26000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,44.5,35000,,Phra Khanong,Khlong Toei,Bangkok
2,1.0,48.0,45000,,Si Phraya,Bang Rak,Bangkok
,1.0,35.0,17000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,56.0,45000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,60.0,45000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,50.0,40000,,Si Lom,Bang Rak,Bangkok
1,1.0,38.5,42000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,28.0,22900,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,49.5,27000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,41.55,25000,,Makkasan,Ratchathewi,Bangkok
1,2.0,83.0,55000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,32.69,33000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,57.0,61500,,Thung Mahamek,Sathon,Bangkok
1,1.0,45.0,68000,,Lumphini,Pathum Wan,Bangkok
2,1.0,50.0,32000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,52.0,26000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,34.0,23000,,Khlong Tan Nuea,Vadhana,Bangkok
1,2.0,65.0,25000,,Thung Phaya Thai,Ratchathewi,Bangkok
1,1.0,35.0,26500,,Lumphini,Pathum Wan,Bangkok
1,1.0,46.7,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,46.0,23000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,45.0,35000,,Thung Mahamek,Sathon,Bangkok
1,1.0,40.0,30000,,Khlong Toei,Khlong Toei,Bangkok
1,1.0,40.0,27000,,Thung Mahamek,Sathon,Bangkok
2,1.0,47.0,35000,,Thanon Phet Buri,Ratchathewi,Bangkok
2,1.0,50.0,30000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,35.0,33000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,56.75,28000,,Lumphini,Pathum Wan,Bangkok
1,1.0,48.0,28000,,Wang Mai,Pathum Wan,Bangkok
2,1.0,53.25,50000,,Bang Na,Bang Na,Bangkok
1,1.0,46.6,29500,,Si Lom,Bang Rak,Bangkok
1,1.0,43.0,28000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,43.5,47000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,55.0,42500,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,74.0,55000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,40.0,23000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,34.85,21000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,48.0,20000,,Din Daeng,Din Daeng,Bangkok
1,1.0,58.0,70000,,Khlong Tan,Khlong Toei,Bangkok
2,1.0,55.0,42000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,49.98,21000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,53.0,38000,,Bang Chak,Phra Khanong,Bangkok
2,1.0,142.0,45000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,38.0,45000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,36.5,24500,,Wat Phraya Krai,Bang Kho Laem,Bangkok
1,1.0,38.0,43500,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,48.0,20000,,Khlong Ton Sai,Khlong San,Bangkok
1,1.0,50.0,22000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,46.46,28000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,45.0,31000,,Makkasan,Ratchathewi,Bangkok
1,1.0,35.5,32000,,Khlong Toei Nuea,Vadhana,Bangkok
1,2.0,80.0,50000,,Makkasan,Ratchathewi,Bangkok
1,1.0,39.0,27000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,39.0,26500,,Makkasan,Ratchathewi,Bangkok
1,1.0,44.0,21500,,Si Lom,Bang Rak,Bangkok
1,1.0,44.0,35000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,32.0,15000,,Suan Luang,Suan Luang,Bangkok
1,1.0,34.27,35000,,Si Phraya,Bang Rak,Bangkok
2,1.0,56.0,40000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,44.47,25000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,40.0,35000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,22000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,62.7,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,33.0,22000,,Makkasan,Ratchathewi,Bangkok
,1.0,40.0,25000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,36.0,18000,,Thung Mahamek,Sathon,Bangkok
1,1.0,31.0,25000,,Thung Mahamek,Sathon,Bangkok
1,1.0,45.0,27000,,Rong Mueang,Pathum Wan,Bangkok
1,1.0,39.0,55000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,30.14,25000,,Wat Phraya Krai,Bang Kho Laem,Bangkok
1,1.0,58.0,67500,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,20000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,40.86,18000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,55.0,34000,,Bang Rak,Bang Rak,Bangkok
1,1.0,34.0,28000,,Wang Mai,Pathum Wan,Bangkok
2,1.0,45.5,35000,,Phra Khanong,Khlong Toei,Bangkok
,1.0,26.0,28000,,Bang Lamphu Lang,Khlong San,Bangkok
2,1.0,70.0,67000,,Lumphini,Pathum Wan,Bangkok
1,1.0,35.0,24000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,35.0,24000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,48.0,37000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,48.0,23000,,Bang Chak,Phra Khanong,Bangkok
1,1.0,26.0,17000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,26.0,16000,,Huai Khwang,Huai Khwang,Bangkok
2,1.0,41.0,55000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,33.0,18000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,35.0,26000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,56.0,35000,,Lumphini,Pathum Wan,Bangkok
1,1.0,34.0,27000,,Si Phraya,Bang Rak,Bangkok
1,1.0,48.0,50000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,42.0,40000,,Huai Khwang,Huai Khwang,Bangkok
1,1.0,68.0,35000,,Bang Phongphang,Yan Nawa,Bangkok
1,1.0,37.0,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,50.0,45000,,Khlong Toei Nuea,Vadhana,Bangkok
2,1.0,60.0,26000,,Phra Khanong Nuea,Vadhana,Bangkok
1,1.0,34.0,25000,,Khlong Toei Nuea,Vadhana,Bangkok
1,1.0,55.0,38000,,Sam Sen Nai,Phaya Thai,Bangkok
1,1.0,42.02,24000,,Thanon Phaya Thai,Ratchathewi,Bangkok
1,1.0,43.0,20000,,Phra Khanong,Khlong Toei,Bangkok
1,1.0,50.5,25000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,35.0,23000,,Thung Wat Don,Sathon,Bangkok
2,1.0,38.0,37000,,Thung Mahamek,Sathon,Bangkok
,1.0,30.0,15000,,Khlong Tan Nuea,Vadhana,Bangkok
1,1.0,32.0,18000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,35.0,20000,,Bang Kapi,Huai Khwang,Bangkok
1,1.0,39.0,25000,,Khlong Tan Nuea,Vadhana,Bangkok
2,1.0,47.0,23000,,Bang Na,Bang Na,Bangkok
1,1.0,47.0,33000,,Khlong Tan,Khlong Toei,Bangkok
1,1.0,39.0,22000,,Sam Sen Nai,Phaya Thai,Bangkok
